@relation MyRelation

@attribute car_spec {E}
@attribute prec1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute prec2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv1_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv2_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute suiv3_spec {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute deb2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin1 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute fin2 {'\'',|,>,&,<,'}',A,b,p,t,v,j,H,x,d,*,r,z,s,$,c,S,D,T,Z,E,g,f,q,k,l,m,n,h,w,Y,y,F,N,K,a,u,i,~,o,'{',-,_}
@attribute classe {ajout_y,supp_esp}

@data
$,r,t,t,_,$,t,r,$,y,supp_esp
$,_,k,y,-,-,n,f,$,y,supp_esp
$,_,k,y,-,-,t,f,$,y,supp_esp
$,_,k,y,-,-,y,f,$,y,supp_esp
$,_,k,y,-,-,y,t,$,y,supp_esp
$,_,k,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,f,k,$,y,supp_esp
$,_,A,y,-,-,f,k,$,y,supp_esp
$,_,k,y,-,-,f,k,$,y,supp_esp
$,_,t,y,-,-,f,k,$,y,supp_esp
$,_,t,y,-,-,t,f,$,y,supp_esp
$,_,S,y,-,-,n,m,$,y,supp_esp
$,_,S,y,-,-,t,m,$,y,supp_esp
$,_,S,y,-,-,y,m,$,y,supp_esp
$,_,S,y,-,-,y,t,$,y,supp_esp
$,_,S,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,m,S,$,y,supp_esp
$,_,A,y,-,-,m,S,$,y,supp_esp
$,_,S,y,-,-,m,S,$,y,supp_esp
$,_,t,y,-,-,m,S,$,y,supp_esp
$,_,t,y,-,-,t,m,$,y,supp_esp
$,_,b,y,-,-,n,S,$,y,supp_esp
$,_,b,y,-,-,t,S,$,y,supp_esp
$,_,b,y,-,-,y,S,$,y,supp_esp
$,_,b,y,-,-,y,t,$,y,supp_esp
$,_,b,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,S,b,$,y,supp_esp
$,_,A,y,-,-,S,b,$,y,supp_esp
$,_,b,y,-,-,S,b,$,y,supp_esp
$,_,t,y,-,-,S,b,$,y,supp_esp
$,_,t,y,-,-,t,S,$,y,supp_esp
$,_,T,y,-,-,n,H,$,y,supp_esp
$,_,T,y,-,-,t,H,$,y,supp_esp
$,_,T,y,-,-,y,H,$,y,supp_esp
$,_,T,y,-,-,y,t,$,y,supp_esp
$,_,T,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,H,T,$,y,supp_esp
$,_,A,y,-,-,H,T,$,y,supp_esp
$,_,T,y,-,-,H,T,$,y,supp_esp
$,_,t,y,-,-,H,T,$,y,supp_esp
$,_,t,y,-,-,t,H,$,y,supp_esp
$,n,-,w,f,_,n,$,$,y,supp_esp
$,t,-,w,f,_,t,$,$,y,supp_esp
$,y,-,w,f,_,y,$,$,y,supp_esp
$,t,y,A,f,_,y,t,$,y,supp_esp
$,t,t,A,f,_,t,t,$,y,supp_esp
$,-,-,f,t,_,$,f,$,y,supp_esp
$,-,-,f,n,A,$,f,$,y,supp_esp
$,-,-,A,f,_,$,A,$,y,supp_esp
$,-,-,A,f,t,$,A,$,y,supp_esp
$,t,-,A,f,_,t,$,$,y,supp_esp
$,t,-,A,f,t,t,$,$,y,supp_esp
$,-,-,w,f,_,$,w,$,y,supp_esp
$,_,q,y,-,-,n,s,$,y,supp_esp
$,_,q,y,-,-,t,s,$,y,supp_esp
$,_,q,y,-,-,y,s,$,y,supp_esp
$,_,q,y,-,-,y,t,$,y,supp_esp
$,_,q,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,s,q,$,y,supp_esp
$,_,A,y,-,-,s,q,$,y,supp_esp
$,_,q,y,-,-,s,A,$,y,supp_esp
$,_,t,y,-,-,s,A,$,y,supp_esp
$,_,q,y,-,-,t,s,$,y,supp_esp
$,_,t,y,-,-,t,s,$,y,supp_esp
$,_,q,y,-,-,s,w,$,y,supp_esp
$,_,m,y,-,-,n,E,$,y,supp_esp
$,_,m,y,-,-,t,E,$,y,supp_esp
$,_,m,y,-,-,y,E,$,y,supp_esp
$,_,m,y,-,-,y,t,$,y,supp_esp
$,_,m,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,E,m,$,y,supp_esp
$,_,A,y,-,-,E,m,$,y,supp_esp
$,_,m,y,-,-,E,A,$,y,supp_esp
$,_,t,y,-,-,E,A,$,y,supp_esp
$,_,m,y,-,-,t,E,$,y,supp_esp
$,_,t,y,-,-,t,E,$,y,supp_esp
$,_,m,y,-,-,E,w,$,y,supp_esp
$,_,l,y,-,-,n,q,$,y,supp_esp
$,_,l,y,-,-,t,q,$,y,supp_esp
$,_,l,y,-,-,y,q,$,y,supp_esp
$,_,l,y,-,-,y,t,$,y,supp_esp
$,_,l,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,q,l,$,y,supp_esp
$,_,A,y,-,-,q,l,$,y,supp_esp
$,_,l,y,-,-,q,A,$,y,supp_esp
$,_,t,y,-,-,q,A,$,y,supp_esp
$,_,l,y,-,-,t,q,$,y,supp_esp
$,_,t,y,-,-,t,q,$,y,supp_esp
$,_,l,y,-,-,q,w,$,y,supp_esp
$,_,m,y,-,-,n,q,$,y,supp_esp
$,_,m,y,-,-,t,q,$,y,supp_esp
$,_,m,y,-,-,y,q,$,y,supp_esp
$,_,m,y,-,-,y,t,$,y,supp_esp
$,_,m,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,q,m,$,y,supp_esp
$,_,A,y,-,-,q,m,$,y,supp_esp
$,_,m,y,-,-,q,A,$,y,supp_esp
$,_,t,y,-,-,q,A,$,y,supp_esp
$,_,m,y,-,-,t,q,$,y,supp_esp
$,_,t,y,-,-,t,q,$,y,supp_esp
$,_,m,y,-,-,q,w,$,y,supp_esp
$,_,m,y,-,-,n,s,$,y,supp_esp
$,_,m,y,-,-,t,s,$,y,supp_esp
$,_,m,y,-,-,y,s,$,y,supp_esp
$,_,m,y,-,-,y,t,$,y,supp_esp
$,_,m,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,s,m,$,y,supp_esp
$,_,A,y,-,-,s,m,$,y,supp_esp
$,_,m,y,-,-,s,A,$,y,supp_esp
$,_,t,y,-,-,s,A,$,y,supp_esp
$,_,m,y,-,-,t,s,$,y,supp_esp
$,_,t,y,-,-,t,s,$,y,supp_esp
$,_,m,y,-,-,s,w,$,y,supp_esp
$,_,n,y,-,-,n,x,$,y,supp_esp
$,_,n,y,-,-,t,x,$,y,supp_esp
$,_,n,y,-,-,y,x,$,y,supp_esp
$,_,n,y,-,-,y,t,$,y,supp_esp
$,_,n,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,x,n,$,y,supp_esp
$,_,A,y,-,-,x,n,$,y,supp_esp
$,_,n,y,-,-,x,A,$,y,supp_esp
$,_,t,y,-,-,x,A,$,y,supp_esp
$,_,n,y,-,-,t,x,$,y,supp_esp
$,_,t,y,-,-,t,x,$,y,supp_esp
$,_,n,y,-,-,x,w,$,y,supp_esp
$,_,q,y,-,-,n,*,$,y,supp_esp
$,_,q,y,-,-,t,*,$,y,supp_esp
$,_,q,y,-,-,y,*,$,y,supp_esp
$,_,q,y,-,-,y,t,$,y,supp_esp
$,_,q,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,*,q,$,y,supp_esp
$,_,A,y,-,-,*,q,$,y,supp_esp
$,_,q,y,-,-,*,A,$,y,supp_esp
$,_,t,y,-,-,*,A,$,y,supp_esp
$,_,q,y,-,-,t,*,$,y,supp_esp
$,_,t,y,-,-,t,*,$,y,supp_esp
$,_,q,y,-,-,*,w,$,y,supp_esp
$,_,d,y,-,-,n,q,$,y,supp_esp
$,_,d,y,-,-,t,q,$,y,supp_esp
$,_,d,y,-,-,y,q,$,y,supp_esp
$,_,d,y,-,-,y,t,$,y,supp_esp
$,_,d,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,q,d,$,y,supp_esp
$,_,A,y,-,-,q,d,$,y,supp_esp
$,_,d,y,-,-,q,A,$,y,supp_esp
$,_,t,y,-,-,q,A,$,y,supp_esp
$,_,d,y,-,-,t,q,$,y,supp_esp
$,_,t,y,-,-,t,q,$,y,supp_esp
$,_,d,y,-,-,q,w,$,y,supp_esp
$,_,r,y,-,-,y,d,$,y,supp_esp
$,_,r,y,-,-,t,d,$,y,supp_esp
$,_,r,y,-,-,d,A,$,y,supp_esp
$,_,t,y,-,-,d,A,$,y,supp_esp
$,_,b,y,-,-,n,*,$,y,supp_esp
$,_,b,y,-,-,y,*,$,y,supp_esp
$,_,b,y,-,-,t,*,$,y,supp_esp
$,_,b,y,-,-,*,A,$,y,supp_esp
$,_,t,y,-,-,*,A,$,y,supp_esp
$,_,H,y,-,-,y,f,$,y,supp_esp
$,_,H,y,-,-,t,f,$,y,supp_esp
$,_,H,y,-,-,f,A,$,y,supp_esp
$,_,t,y,-,-,f,A,$,y,supp_esp
$,_,E,y,-,-,n,r,$,y,supp_esp
$,_,E,y,-,-,t,r,$,y,supp_esp
$,_,E,y,-,-,y,r,$,y,supp_esp
$,_,t,y,-,-,r,j,$,y,supp_esp
$,_,A,y,-,-,r,j,$,y,supp_esp
$,_,E,y,-,-,r,j,$,y,supp_esp
$,_,E,y,-,-,>,r,$,y,supp_esp
$,_,T,y,-,-,n,h,$,y,supp_esp
$,_,T,y,-,-,t,h,$,y,supp_esp
$,_,T,y,-,-,y,h,$,y,supp_esp
$,_,t,y,-,-,h,b,$,y,supp_esp
$,_,A,y,-,-,h,b,$,y,supp_esp
$,_,T,y,-,-,h,b,$,y,supp_esp
$,_,T,y,-,-,>,h,$,y,supp_esp
$,_,S,y,-,-,n,H,$,y,supp_esp
$,_,S,y,-,-,t,H,$,y,supp_esp
$,_,S,y,-,-,y,H,$,y,supp_esp
$,_,t,y,-,-,H,r,$,y,supp_esp
$,_,A,y,-,-,H,r,$,y,supp_esp
$,_,S,y,-,-,H,r,$,y,supp_esp
$,_,S,y,-,-,>,H,$,y,supp_esp
$,_,f,y,-,-,n,E,$,y,supp_esp
$,_,f,y,-,-,t,E,$,y,supp_esp
$,_,f,y,-,-,y,E,$,y,supp_esp
$,_,t,y,-,-,E,r,$,y,supp_esp
$,_,A,y,-,-,E,r,$,y,supp_esp
$,_,f,y,-,-,E,r,$,y,supp_esp
$,_,f,y,-,-,>,E,$,y,supp_esp
$,_,r,y,-,-,n,H,$,y,supp_esp
$,_,r,y,-,-,t,H,$,y,supp_esp
$,_,r,y,-,-,y,H,$,y,supp_esp
$,_,t,y,-,-,H,D,$,y,supp_esp
$,_,A,y,-,-,H,D,$,y,supp_esp
$,_,r,y,-,-,H,D,$,y,supp_esp
$,_,r,y,-,-,>,H,$,y,supp_esp
$,_,b,y,-,-,n,h,$,y,supp_esp
$,_,b,y,-,-,t,h,$,y,supp_esp
$,_,b,y,-,-,y,h,$,y,supp_esp
$,_,t,y,-,-,h,r,$,y,supp_esp
$,_,A,y,-,-,h,r,$,y,supp_esp
$,_,b,y,-,-,h,r,$,y,supp_esp
$,_,b,y,-,-,>,h,$,y,supp_esp
$,_,E,y,-,-,n,q,$,y,supp_esp
$,_,E,y,-,-,t,q,$,y,supp_esp
$,_,E,y,-,-,y,q,$,y,supp_esp
$,_,t,y,-,-,q,n,$,y,supp_esp
$,_,A,y,-,-,q,n,$,y,supp_esp
$,_,E,y,-,-,q,n,$,y,supp_esp
$,_,E,y,-,-,>,q,$,y,supp_esp
$,_,r,y,-,-,n,E,$,y,supp_esp
$,_,r,y,-,-,t,E,$,y,supp_esp
$,_,r,y,-,-,y,E,$,y,supp_esp
$,_,t,y,-,-,E,v,$,y,supp_esp
$,_,A,y,-,-,E,v,$,y,supp_esp
$,_,r,y,-,-,E,v,$,y,supp_esp
$,_,r,y,-,-,>,E,$,y,supp_esp
$,_,r,y,-,-,n,k,$,y,supp_esp
$,_,r,y,-,-,t,k,$,y,supp_esp
$,_,r,y,-,-,y,k,$,y,supp_esp
$,_,t,y,-,-,k,f,$,y,supp_esp
$,_,A,y,-,-,k,f,$,y,supp_esp
$,_,r,y,-,-,k,f,$,y,supp_esp
$,_,r,y,-,-,>,k,$,y,supp_esp
$,_,d,y,-,-,n,q,$,y,supp_esp
$,_,d,y,-,-,t,q,$,y,supp_esp
$,_,d,y,-,-,y,q,$,y,supp_esp
$,_,t,y,-,-,q,E,$,y,supp_esp
$,_,A,y,-,-,q,E,$,y,supp_esp
$,_,d,y,-,-,q,E,$,y,supp_esp
$,_,d,y,-,-,>,q,$,y,supp_esp
$,_,E,y,-,-,n,r,$,y,supp_esp
$,_,E,y,-,-,t,r,$,y,supp_esp
$,_,E,y,-,-,y,r,$,y,supp_esp
$,_,E,y,-,-,y,t,$,y,supp_esp
$,_,E,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,r,D,$,y,supp_esp
$,_,A,y,-,-,r,D,$,y,supp_esp
$,_,E,y,-,-,r,D,$,y,supp_esp
$,_,t,y,-,-,t,r,$,y,supp_esp
$,_,E,y,-,-,>,r,$,y,supp_esp
$,_,q,y,-,-,n,E,$,y,supp_esp
$,_,q,y,-,-,t,E,$,y,supp_esp
$,_,q,y,-,-,y,E,$,y,supp_esp
$,_,q,y,-,-,y,t,$,y,supp_esp
$,_,q,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,E,t,$,y,supp_esp
$,_,A,y,-,-,E,t,$,y,supp_esp
$,_,q,y,-,-,E,t,$,y,supp_esp
$,_,t,y,-,-,t,E,$,y,supp_esp
$,_,q,y,-,-,>,E,$,y,supp_esp
$,_,r,y,-,-,n,q,$,y,supp_esp
$,_,r,y,-,-,t,q,$,y,supp_esp
$,_,r,y,-,-,y,q,$,y,supp_esp
$,_,r,y,-,-,y,t,$,y,supp_esp
$,_,r,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,q,h,$,y,supp_esp
$,_,A,y,-,-,q,h,$,y,supp_esp
$,_,r,y,-,-,q,h,$,y,supp_esp
$,_,t,y,-,-,t,q,$,y,supp_esp
$,_,r,y,-,-,>,q,$,y,supp_esp
$,E,n,q,_,$,n,E,$,y,supp_esp
$,E,t,q,_,$,t,E,$,y,supp_esp
$,E,y,q,_,$,y,E,$,y,supp_esp
$,E,t,q,_,$,y,t,$,y,supp_esp
$,E,t,q,_,$,t,t,$,y,supp_esp
$,E,-,q,t,_,E,$,$,y,supp_esp
$,E,-,q,n,A,E,$,$,y,supp_esp
$,E,-,q,_,$,E,$,$,y,supp_esp
$,E,t,q,t,_,t,E,$,y,supp_esp
$,E,>,q,_,$,>,E,$,y,supp_esp
$,_,r,y,-,-,n,H,$,y,supp_esp
$,_,r,y,-,-,t,H,$,y,supp_esp
$,_,r,y,-,-,y,H,$,y,supp_esp
$,_,r,y,-,-,y,t,$,y,supp_esp
$,_,r,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,H,S,$,y,supp_esp
$,_,A,y,-,-,H,S,$,y,supp_esp
$,_,r,y,-,-,H,S,$,y,supp_esp
$,_,t,y,-,-,t,H,$,y,supp_esp
$,_,r,y,-,-,>,H,$,y,supp_esp
$,_,q,y,-,-,n,x,$,y,supp_esp
$,_,q,y,-,-,t,x,$,y,supp_esp
$,_,q,y,-,-,y,x,$,y,supp_esp
$,_,q,y,-,-,y,t,$,y,supp_esp
$,_,q,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,x,n,$,y,supp_esp
$,_,A,y,-,-,x,n,$,y,supp_esp
$,_,q,y,-,-,x,n,$,y,supp_esp
$,_,t,y,-,-,t,x,$,y,supp_esp
$,_,q,y,-,-,>,x,$,y,supp_esp
$,_,S,y,-,-,n,E,$,y,supp_esp
$,_,S,y,-,-,t,E,$,y,supp_esp
$,_,S,y,-,-,y,E,$,y,supp_esp
$,_,S,y,-,-,y,t,$,y,supp_esp
$,_,S,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,E,f,$,y,supp_esp
$,_,A,y,-,-,E,f,$,y,supp_esp
$,_,S,y,-,-,E,f,$,y,supp_esp
$,_,t,y,-,-,t,E,$,y,supp_esp
$,_,S,y,-,-,>,E,$,y,supp_esp
$,_,q,y,-,-,n,H,$,y,supp_esp
$,_,q,y,-,-,t,H,$,y,supp_esp
$,_,q,y,-,-,y,H,$,y,supp_esp
$,_,q,y,-,-,y,t,$,y,supp_esp
$,_,q,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,H,r,$,y,supp_esp
$,_,A,y,-,-,H,r,$,y,supp_esp
$,_,q,y,-,-,H,r,$,y,supp_esp
$,_,t,y,-,-,t,H,$,y,supp_esp
$,_,q,y,-,-,>,H,$,y,supp_esp
$,_,m,y,-,-,n,q,$,y,supp_esp
$,_,m,y,-,-,t,q,$,y,supp_esp
$,_,m,y,-,-,y,q,$,y,supp_esp
$,_,m,y,-,-,y,t,$,y,supp_esp
$,_,m,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,q,s,$,y,supp_esp
$,_,A,y,-,-,q,s,$,y,supp_esp
$,_,m,y,-,-,q,s,$,y,supp_esp
$,_,t,y,-,-,t,q,$,y,supp_esp
$,_,m,y,-,-,>,q,$,y,supp_esp
$,_,f,y,-,-,y,t,$,y,supp_esp
$,_,f,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,t,E,$,y,supp_esp
$,_,q,y,-,-,n,x,$,y,supp_esp
$,_,q,y,-,-,t,x,$,y,supp_esp
$,_,q,y,-,-,y,x,$,y,supp_esp
$,_,q,y,-,-,y,t,$,y,supp_esp
$,_,q,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,x,l,$,y,supp_esp
$,_,A,y,-,-,x,l,$,y,supp_esp
$,_,q,y,-,-,x,l,$,y,supp_esp
$,_,t,y,-,-,t,x,$,y,supp_esp
$,_,q,y,-,-,>,x,$,y,supp_esp
$,_,f,y,-,-,n,x,$,y,supp_esp
$,_,f,y,-,-,t,x,$,y,supp_esp
$,_,f,y,-,-,y,x,$,y,supp_esp
$,_,f,y,-,-,y,t,$,y,supp_esp
$,_,f,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,x,T,$,y,supp_esp
$,_,A,y,-,-,x,T,$,y,supp_esp
$,_,f,y,-,-,x,T,$,y,supp_esp
$,_,t,y,-,-,t,x,$,y,supp_esp
$,_,f,y,-,-,>,x,$,y,supp_esp
$,_,E,y,-,-,n,x,$,y,supp_esp
$,_,E,y,-,-,t,x,$,y,supp_esp
$,_,E,y,-,-,y,x,$,y,supp_esp
$,_,E,y,-,-,y,t,$,y,supp_esp
$,_,E,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,x,l,$,y,supp_esp
$,_,A,y,-,-,x,l,$,y,supp_esp
$,_,E,y,-,-,x,l,$,y,supp_esp
$,_,t,y,-,-,t,x,$,y,supp_esp
$,_,E,y,-,-,>,x,$,y,supp_esp
$,_,S,y,-,-,y,t,$,y,supp_esp
$,_,S,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,t,H,$,y,supp_esp
$,_,r,y,-,-,n,H,$,y,supp_esp
$,_,r,y,-,-,t,H,$,y,supp_esp
$,_,r,y,-,-,y,H,$,y,supp_esp
$,_,r,y,-,-,y,t,$,y,supp_esp
$,_,r,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,H,q,$,y,supp_esp
$,_,A,y,-,-,H,q,$,y,supp_esp
$,_,r,y,-,-,H,q,$,y,supp_esp
$,_,t,y,-,-,t,H,$,y,supp_esp
$,_,r,y,-,-,>,H,$,y,supp_esp
$,_,r,y,-,-,n,x,$,y,supp_esp
$,_,r,y,-,-,t,x,$,y,supp_esp
$,_,r,y,-,-,y,x,$,y,supp_esp
$,_,r,y,-,-,y,t,$,y,supp_esp
$,_,r,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,x,s,$,y,supp_esp
$,_,A,y,-,-,x,s,$,y,supp_esp
$,_,r,y,-,-,x,s,$,y,supp_esp
$,_,t,y,-,-,t,x,$,y,supp_esp
$,_,r,y,-,-,>,x,$,y,supp_esp
$,_,E,y,-,-,n,q,$,y,supp_esp
$,_,E,y,-,-,t,q,$,y,supp_esp
$,_,E,y,-,-,y,q,$,y,supp_esp
$,_,E,y,-,-,y,t,$,y,supp_esp
$,_,E,y,-,-,t,t,$,y,supp_esp
$,_,t,y,-,-,q,m,$,y,supp_esp
$,_,A,y,-,-,q,m,$,y,supp_esp
$,_,E,y,-,-,q,m,$,y,supp_esp
$,_,t,y,-,-,t,q,$,y,supp_esp
$,_,E,y,-,-,>,q,$,y,supp_esp
$,_,A,y,-,-,n,q,$,y,supp_esp
$,_,w,y,-,-,n,q,$,y,supp_esp
$,_,A,y,-,-,t,q,$,y,supp_esp
$,_,w,y,-,-,t,q,$,y,supp_esp
$,_,A,y,-,-,y,q,$,y,supp_esp
$,_,w,y,-,-,y,q,$,y,supp_esp
$,_,A,y,-,-,y,t,$,y,supp_esp
$,_,A,y,-,-,t,t,$,y,supp_esp
$,_,w,y,-,-,y,t,$,y,supp_esp
$,_,t,y,-,-,q,r,$,y,supp_esp
$,_,A,y,-,-,q,r,$,y,supp_esp
$,_,A,y,-,-,q,r,$,y,supp_esp
$,_,t,y,-,-,q,r,$,y,supp_esp
$,_,w,y,-,-,q,r,$,y,supp_esp
$,_,t,y,-,-,t,q,$,y,supp_esp
$,_,A,y,-,-,>,q,$,y,supp_esp
$,_,w,y,-,-,>,q,$,y,supp_esp
$,_,k,y,-,-,n,D,$,y,supp_esp
$,_,k,y,-,-,t,D,$,y,supp_esp
$,_,k,y,-,-,y,D,$,y,supp_esp
$,_,t,y,-,-,D,H,$,y,supp_esp
$,_,A,y,-,-,D,H,$,y,supp_esp
$,_,k,y,-,-,D,H,$,y,supp_esp
$,_,k,y,-,-,A,D,$,y,supp_esp
$,_,E,y,-,-,n,m,$,y,supp_esp
$,_,E,y,-,-,t,m,$,y,supp_esp
$,_,E,y,-,-,y,m,$,y,supp_esp
$,_,t,y,-,-,m,n,$,y,supp_esp
$,_,A,y,-,-,m,n,$,y,supp_esp
$,_,E,y,-,-,m,n,$,y,supp_esp
$,_,E,y,-,-,A,m,$,y,supp_esp
$,_,q,y,-,-,n,n,$,y,supp_esp
$,_,q,y,-,-,t,n,$,y,supp_esp
$,_,q,y,-,-,y,n,$,y,supp_esp
$,_,t,y,-,-,n,T,$,y,supp_esp
$,_,A,y,-,-,n,T,$,y,supp_esp
$,_,q,y,-,-,n,T,$,y,supp_esp
$,_,q,y,-,-,A,n,$,y,supp_esp
$,_,l,y,-,-,n,s,$,y,supp_esp
$,_,l,y,-,-,t,s,$,y,supp_esp
$,_,l,y,-,-,y,s,$,y,supp_esp
$,_,t,y,-,-,s,>,$,y,supp_esp
$,_,A,y,-,-,s,>,$,y,supp_esp
$,_,l,y,-,-,s,>,$,y,supp_esp
$,_,l,y,-,-,A,s,$,y,supp_esp
$,_,H,y,-,-,n,r,$,y,supp_esp
$,_,H,y,-,-,t,r,$,y,supp_esp
$,_,H,y,-,-,y,r,$,y,supp_esp
$,_,t,y,-,-,r,b,$,y,supp_esp
$,_,A,y,-,-,r,b,$,y,supp_esp
$,_,H,y,-,-,r,b,$,y,supp_esp
$,_,H,y,-,-,A,r,$,y,supp_esp
$,_,H,y,-,-,n,f,$,y,supp_esp
$,_,H,y,-,-,t,f,$,y,supp_esp
$,_,H,y,-,-,y,f,$,y,supp_esp
$,_,t,y,-,-,f,r,$,y,supp_esp
$,_,A,y,-,-,f,r,$,y,supp_esp
$,_,H,y,-,-,f,r,$,y,supp_esp
$,_,H,y,-,-,A,f,$,y,supp_esp
$,_,q,y,-,-,n,b,$,y,supp_esp
$,_,q,y,-,-,t,b,$,y,supp_esp
$,_,q,y,-,-,y,b,$,y,supp_esp
$,_,t,y,-,-,b,z,$,y,supp_esp
$,_,A,y,-,-,b,z,$,y,supp_esp
$,_,q,y,-,-,b,z,$,y,supp_esp
$,_,q,y,-,-,A,b,$,y,supp_esp
$,_,r,y,-,-,n,S,$,y,supp_esp
$,_,r,y,-,-,t,S,$,y,supp_esp
$,_,r,y,-,-,y,S,$,y,supp_esp
$,_,t,y,-,-,S,b,$,y,supp_esp
$,_,A,y,-,-,S,b,$,y,supp_esp
$,_,r,y,-,-,S,b,$,y,supp_esp
$,_,r,y,-,-,A,S,$,y,supp_esp
$,_,r,y,-,-,n,s,$,y,supp_esp
$,_,r,y,-,-,t,s,$,y,supp_esp
$,_,r,y,-,-,y,s,$,y,supp_esp
$,_,t,y,-,-,s,h,$,y,supp_esp
$,_,A,y,-,-,s,h,$,y,supp_esp
$,_,r,y,-,-,s,h,$,y,supp_esp
$,_,r,y,-,-,A,s,$,y,supp_esp
$,_,E,y,-,-,n,l,$,y,supp_esp
$,_,E,y,-,-,t,l,$,y,supp_esp
$,_,E,y,-,-,y,l,$,y,supp_esp
$,_,t,y,-,-,l,m,$,y,supp_esp
$,_,A,y,-,-,l,m,$,y,supp_esp
$,_,E,y,-,-,l,m,$,y,supp_esp
$,_,E,y,-,-,A,l,$,y,supp_esp
$,_,q,y,-,-,n,l,$,y,supp_esp
$,_,q,y,-,-,t,l,$,y,supp_esp
$,_,q,y,-,-,y,l,$,y,supp_esp
$,_,t,y,-,-,l,H,$,y,supp_esp
$,_,A,y,-,-,l,H,$,y,supp_esp
$,_,q,y,-,-,l,H,$,y,supp_esp
$,_,q,y,-,-,A,l,$,y,supp_esp
$,_,E,y,-,-,n,d,$,y,supp_esp
$,_,E,y,-,-,t,d,$,y,supp_esp
$,_,E,y,-,-,y,d,$,y,supp_esp
$,_,t,y,-,-,d,f,$,y,supp_esp
$,_,A,y,-,-,d,f,$,y,supp_esp
$,_,E,y,-,-,d,f,$,y,supp_esp
$,_,E,y,-,-,A,d,$,y,supp_esp
$,_,H,y,-,-,n,n,$,y,supp_esp
$,_,H,y,-,-,t,n,$,y,supp_esp
$,_,H,y,-,-,y,n,$,y,supp_esp
$,_,t,y,-,-,n,j,$,y,supp_esp
$,_,A,y,-,-,n,j,$,y,supp_esp
$,_,H,y,-,-,n,j,$,y,supp_esp
$,_,H,y,-,-,A,n,$,y,supp_esp
$,_,H,y,-,-,n,f,$,y,supp_esp
